한글과명,한글보통명,조사연도,개체수
잉어과,각시붕어,2019,1
잉어과,각시붕어,2017,1
잉어과,각시붕어,2020,1
잉어과,각시붕어,2020,5
잉어과,각시붕어,2017,25
잉어과,각시붕어,2017,8
잉어과,각시붕어,2015,1
잉어과,버들치,2019,1
잉어과,버들치,2020,7
잉어과,버들치,2016,2
잉어과,버들치,2014,4
잉어과,버들치,2017,3
잉어과,버들치,2019,1
잉어과,버들치,2015,1
잉어과,버들치,2016,1
잉어과,버들치,2016,1
잉어과,버들치,2005,1
잉어과,버들치,2019,2
잉어과,버들치,2016,1
잉어과,버들치,2018,5
잉어과,버들치,2019,1
잉어과,버들치,2017,1
잉어과,버들치,2020,2
잉어과,버들치,2017,4
잉어과,버들치,2017,5
잉어과,버들치,2016,1
잉어과,버들치,2014,11
잉어과,버들치,2016,1
잉어과,버들치,2017,1
잉어과,버들치,2014,1
잉어과,버들치,2014,1
잉어과,버들치,2014,1
잉어과,버들치,2015,1
잉어과,버들치,2017,1
잉어과,버들치,2014,1
잉어과,버들치,2018,3
잉어과,버들치,2014,1
잉어과,버들치,2014,1
잉어과,버들치,2017,1
잉어과,버들치,2020,2
잉어과,버들치,2017,2
잉어과,버들치,2017,2
잉어과,버들치,2014,1
잉어과,버들치,2017,1
잉어과,버들치,2014,22
잉어과,버들치,2016,1
잉어과,버들치,2018,1
잉어과,버들치,2016,1
잉어과,버들치,2018,2
잉어과,버들치,2017,1
잉어과,버들치,2017,4
잉어과,버들치,2017,1
잉어과,버들치,2016,1
잉어과,버들치,2014,1
잉어과,버들치,2020,1
잉어과,버들치,2014,1
잉어과,버들치,2020,1
잉어과,버들치,2014,1
잉어과,버들치,2018,1
잉어과,버들치,2013,1
잉어과,버들치,2014,1
잉어과,버들치,2015,2
잉어과,버들치,2018,2
잉어과,버들치,2016,1
잉어과,버들치,2016,1
잉어과,버들치,2015,1
잉어과,버들치,2016,4
잉어과,버들치,2015,1
잉어과,버들치,2018,1
잉어과,버들치,2015,1
잉어과,버들치,2013,8
잉어과,버들치,2018,1
잉어과,버들치,2016,1
잉어과,버들치,2016,1
잉어과,버들치,2018,1
잉어과,버들치,2015,1
잉어과,버들치,2014,2
잉어과,버들치,2014,8
잉어과,버들치,2020,3
잉어과,버들치,2015,2
잉어과,버들치,2017,1
잉어과,버들치,2015,1
잉어과,버들치,2018,17
잉어과,버들치,2018,8
잉어과,버들치,2015,1
잉어과,버들치,2015,1
잉어과,버들치,2020,1
잉어과,버들치,2015,1
잉어과,버들치,2014,1
잉어과,버들치,2020,3
잉어과,버들치,2017,2
잉어과,버들치,2016,1
잉어과,버들치,2015,6
잉어과,버들치,2020,2
잉어과,버들치,2019,1
잉어과,버들치,2014,1
잉어과,버들치,2015,1
잉어과,버들치,2016,1
잉어과,버들치,2016,12
잉어과,버들치,2020,2
잉어과,버들치,2020,6
잉어과,버들치,2015,1
잉어과,버들치,2020,1
잉어과,버들치,2017,10
잉어과,버들치,2015,36
잉어과,버들치,2016,1
잉어과,버들치,2020,1
잉어과,버들치,2015,1
잉어과,버들치,2018,1
잉어과,버들치,2014,1
잉어과,버들치,2016,1
잉어과,버들치,2020,1
잉어과,버들치,2016,1
잉어과,버들치,2007,1
잉어과,버들치,2016,1
잉어과,버들치,2015,1
잉어과,버들치,2014,1
잉어과,버들치,2017,3
잉어과,버들치,2015,1
잉어과,버들치,2015,1
잉어과,버들치,2017,1
잉어과,버들치,2014,1
잉어과,버들치,2016,1
잉어과,버들치,2019,1
잉어과,버들치,2014,1
잉어과,버들치,2018,4
잉어과,버들치,2015,2
잉어과,버들치,2016,5
잉어과,버들치,2018,8
잉어과,버들치,2017,5
잉어과,버들치,2016,1
잉어과,버들치,2017,2
잉어과,버들치,2016,1
잉어과,버들치,2020,1
잉어과,버들치,2015,1
잉어과,버들치,2016,1
잉어과,버들치,2016,5
잉어과,버들치,2013,2
잉어과,버들치,2019,2
잉어과,버들치,2016,1
잉어과,버들치,2020,1
잉어과,버들치,2019,1
잉어과,버들치,2019,5
잉어과,버들치,2016,1
잉어과,버들치,2018,2
잉어과,버들치,2013,6
잉어과,버들치,2018,1
잉어과,버들치,2017,1
잉어과,버들치,2015,4
잉어과,버들치,2016,1
잉어과,버들치,2019,3
메기과,메기,2016,1
메기과,메기,2008,1
메기과,메기,2016,1
메기과,메기,2014,6
메기과,메기,2015,1
메기과,메기,2010,1
메기과,메기,2011,1
메기과,메기,2015,5
메기과,메기,2007,1
메기과,메기,2017,1
메기과,메기,2020,1
메기과,메기,2010,1
메기과,메기,2005,1
메기과,메기,2020,1
메기과,메기,2014,1
메기과,메기,2014,1
메기과,메기,2015,4
메기과,메기,2005,1
메기과,메기,2020,1
메기과,메기,2010,1
메기과,메기,2010,11
메기과,메기,2015,1
메기과,메기,2016,1
메기과,메기,2011,1
메기과,메기,2015,1
메기과,메기,2018,1
메기과,메기,2010,1
메기과,메기,2015,1
잉어과,몰개,2016,1
잉어과,몰개,2006,1
잉어과,참갈겨니,2015,1
잉어과,참갈겨니,2015,1
잉어과,참갈겨니,2015,1
잉어과,참갈겨니,2016,1
잉어과,참갈겨니,2015,1
잉어과,피라미,2018,1
잉어과,피라미,2016,1
잉어과,피라미,2020,2
잉어과,피라미,2018,1
잉어과,피라미,2014,1
잉어과,피라미,2014,1
잉어과,피라미,2015,3
잉어과,피라미,2018,1
잉어과,피라미,2016,1
잉어과,피라미,2015,3
잉어과,피라미,2018,5
잉어과,피라미,2016,1
잉어과,피라미,2020,15
잉어과,피라미,2017,1
잉어과,피라미,2014,1
잉어과,피라미,2015,1
잉어과,피라미,2020,40
잉어과,피라미,2013,8
잉어과,피라미,2014,1
잉어과,피라미,2019,100
잉어과,피라미,2019,15
잉어과,피라미,2016,1
잉어과,피라미,2017,1
잉어과,피라미,2014,1
잉어과,피라미,2016,1
잉어과,피라미,2014,1
잉어과,피라미,2013,15
잉어과,피라미,2016,1
잉어과,피라미,2018,3
잉어과,피라미,2019,1
잉어과,피라미,2020,1
잉어과,피라미,2018,1
잉어과,피라미,2009,1
잉어과,피라미,2014,1
잉어과,피라미,2014,1
잉어과,피라미,2015,1
잉어과,피라미,2014,1
잉어과,피라미,2006,1
잉어과,피라미,2015,1
잉어과,피라미,2014,1
잉어과,피라미,2013,9
잉어과,피라미,2019,1
잉어과,피라미,2013,13
잉어과,피라미,2016,1
잉어과,피라미,2005,1
잉어과,피라미,2011,1
잉어과,피라미,2019,1
잉어과,피라미,2015,1
잉어과,피라미,2019,2
잉어과,피라미,2013,16
잉어과,피라미,2014,1
잉어과,피라미,2017,3
잉어과,피라미,2017,1
잉어과,피라미,2015,1
잉어과,피라미,2014,2
잉어과,피라미,2016,1
잉어과,피라미,2012,2
잉어과,피라미,2014,1
잉어과,피라미,2018,17
잉어과,피라미,2014,1
잉어과,피라미,2013,2
잉어과,피라미,2015,2
잉어과,피라미,2020,3
잉어과,피라미,2014,5
잉어과,피라미,2017,1
잉어과,피라미,2016,9
잉어과,피라미,2017,2
잉어과,피라미,2018,3
잉어과,피라미,2019,1
잉어과,피라미,2016,1
잉어과,피라미,2015,1
잉어과,피라미,2014,1
잉어과,피라미,2020,20
잉어과,피라미,2019,1
잉어과,피라미,2014,1
잉어과,피라미,2014,1
잉어과,피라미,2017,6
잉어과,피라미,2020,1
잉어과,피라미,2014,6
잉어과,피라미,2018,6
잉어과,피라미,2015,1
잉어과,피라미,2019,2
잉어과,피라미,2019,11
잉어과,피라미,2016,1
잉어과,피라미,2016,1
잉어과,피라미,2015,1
잉어과,피라미,2020,1
잉어과,피라미,2020,2
잉어과,피라미,2020,2
잉어과,피라미,2014,1
잉어과,피라미,2017,2
잉어과,피라미,2006,1
잉어과,피라미,2018,1
잉어과,피라미,2015,4
잉어과,피라미,2013,42
잉어과,피라미,2016,1
잉어과,피라미,2010,5
잉어과,피라미,2015,1
잉어과,피라미,2015,1
잉어과,피라미,2014,3
잉어과,피라미,2014,1
잉어과,피라미,2020,6
잉어과,피라미,2007,1
잉어과,피라미,2015,1
잉어과,피라미,2015,1
잉어과,피라미,2011,1
잉어과,피라미,2016,2
잉어과,피라미,2015,1
잉어과,피라미,2020,4
잉어과,피라미,2018,1
잉어과,피라미,2017,2
잉어과,피라미,2016,1
잉어과,피라미,2015,1
잉어과,피라미,2019,8
잉어과,피라미,2020,60
잉어과,피라미,2017,1
잉어과,피라미,2017,1
잉어과,피라미,2017,1
잉어과,피라미,2020,1
잉어과,피라미,2019,18
잉어과,피라미,2020,12
잉어과,피라미,2013,8
잉어과,피라미,2013,14
잉어과,피라미,2014,1
잉어과,피라미,2016,10
잉어과,피라미,2016,2
잉어과,피라미,2020,1
잉어과,피라미,2017,1
잉어과,피라미,2020,4
잉어과,피라미,2020,2
잉어과,피라미,2018,1
잉어과,피라미,2015,3
잉어과,피라미,2016,1
잉어과,피라미,2017,1
잉어과,피라미,2016,1
잉어과,피라미,2014,1
잉어과,피라미,2020,30
잉어과,피라미,2018,1
잉어과,피라미,2019,20
잉어과,피라미,2019,9
잉어과,피라미,2017,1
잉어과,피라미,2017,1
잉어과,피라미,2010,1
잉어과,피라미,2010,25
잉어과,피라미,2020,1
잉어과,피라미,2020,12
잉어과,피라미,2014,5
잉어과,피라미,2020,1
잉어과,피라미,2018,16
잉어과,피라미,2020,5
잉어과,피라미,2014,1
잉어과,피라미,2020,1
잉어과,피라미,2019,15
잉어과,피라미,2010,12
잉어과,피라미,2019,17
잉어과,피라미,2019,3
잉어과,피라미,2014,1
잉어과,피라미,2018,6
잉어과,피라미,2015,1
잉어과,피라미,2020,5
잉어과,피라미,2020,8
잉어과,피라미,2017,1
잉어과,피라미,2018,2
잉어과,피라미,2017,1
잉어과,피라미,2017,1
잉어과,피라미,2016,1
잉어과,피라미,2015,1
잉어과,피라미,2014,1
잉어과,피라미,2020,1
잉어과,피라미,2016,3
잉어과,피라미,2016,1
잉어과,피라미,2018,4
잉어과,피라미,2020,20
잉어과,피라미,2018,1
잉어과,피라미,2019,1
잉어과,피라미,2017,1
잉어과,피라미,2006,1
잉어과,피라미,2014,1
잉어과,피라미,2014,1
잉어과,피라미,2014,1
잉어과,피라미,2017,9
잉어과,피라미,2010,1
잉어과,피라미,2017,3
잉어과,피라미,2017,1
잉어과,피라미,2019,15
잉어과,피라미,2015,1
잉어과,피라미,2018,50
잉어과,피라미,2017,1
잉어과,피라미,2014,1
잉어과,피라미,2016,1
잉어과,피라미,2019,1
잉어과,피라미,2015,1
잉어과,피라미,2006,2
잉어과,피라미,2017,1
잉어과,피라미,2019,20
잉어과,피라미,2017,1
잉어과,피라미,2015,3
잉어과,피라미,2015,1
잉어과,피라미,2018,1
잉어과,피라미,2017,1
잉어과,피라미,2020,15
잉어과,피라미,2008,1
잉어과,피라미,2013,24
잉어과,피라미,2017,1
잉어과,피라미,2019,50
잉어과,피라미,2020,13
잉어과,피라미,2014,2
잉어과,피라미,2013,1
잉어과,피라미,2019,10
잉어과,피라미,2011,1
잉어과,피라미,2019,15
잉어과,피라미,2014,1
잉어과,피라미,2014,1
잉어과,피라미,2015,5
잉어과,피라미,2016,2
잉어과,피라미,2016,6
잉어과,피라미,2015,3
잉어과,피라미,2017,1
잉어과,피라미,2014,4
잉어과,피라미,2015,3
잉어과,피라미,2019,15
잉어과,피라미,2019,2
잉어과,피라미,2015,1
잉어과,피라미,2020,10
잉어과,피라미,2019,1
잉어과,피라미,2019,7
잉어과,피라미,2019,15
잉어과,피라미,2015,1
잉어과,피라미,2014,5
잉어과,피라미,2013,4
잉어과,피라미,2020,13
잉어과,피라미,2015,1
잉어과,피라미,2017,1
잉어과,피라미,2014,1
잉어과,피라미,2020,1
잉어과,피라미,2007,1
잉어과,피라미,2013,60
잉어과,피라미,2016,10
잉어과,피라미,2020,1
잉어과,피라미,2020,20
잉어과,피라미,2013,24
잉어과,피라미,2007,1
잉어과,피라미,2017,2
잉어과,피라미,2017,1
잉어과,피라미,2015,1
잉어과,피라미,2016,1
잉어과,피라미,2017,1
잉어과,피라미,2017,4
잉어과,피라미,2019,6
잉어과,피라미,2020,2
잉어과,피라미,2020,2
잉어과,피라미,2015,1
잉어과,피라미,2014,1
잉어과,피라미,2011,1
잉어과,피라미,2020,30
잉어과,피라미,2015,3
잉어과,피라미,2015,1
잉어과,피라미,2020,2
잉어과,피라미,2016,2
잉어과,피라미,2016,1
잉어과,피라미,2016,1
잉어과,피라미,2016,1
잉어과,피라미,2014,1
잉어과,피라미,2020,7
잉어과,피라미,2009,2
잉어과,피라미,2017,2
잉어과,피라미,2014,1
잉어과,피라미,2016,1
잉어과,피라미,2015,1
잉어과,피라미,2018,1
잉어과,피라미,2016,1
잉어과,피라미,2016,1
잉어과,피라미,2019,40
잉어과,피라미,2014,1
잉어과,피라미,2018,1
잉어과,피라미,2016,6
잉어과,피라미,2014,1
잉어과,피라미,2017,10
잉어과,피라미,2017,15
잉어과,피라미,2014,5
잉어과,피라미,2020,10
잉어과,피라미,2020,3
잉어과,피라미,2013,7
잉어과,피라미,2017,4
잉어과,피라미,2018,20
잉어과,피라미,2013,45
잉어과,피라미,2018,5
잉어과,피라미,2015,1
잉어과,피라미,2016,1
잉어과,피라미,2020,2
잉어과,피라미,2016,10
잉어과,피라미,2017,1
잉어과,피라미,2015,3
잉어과,피라미,2016,1
잉어과,피라미,2016,1
잉어과,피라미,2014,1
잉어과,피라미,2016,1
잉어과,갈겨니,2005,1
난태생송사리과,구피,2020,1
난태생송사리과,구피,2014,1
난태생송사리과,구피,2014,1
난태생송사리과,구피,2014,1
난태생송사리과,구피,2017,1
난태생송사리과,구피,2020,4
난태생송사리과,구피,2014,1
난태생송사리과,구피,2014,1
난태생송사리과,구피,2014,15
잉어과,버들매치,2006,1
잉어과,붕어,2018,4
잉어과,붕어,2017,1
잉어과,잉어,2019,1
잉어과,잉어,2018,1
검정우럭과,배스,2019,7
망둑어과,밀어,2016,2
잉어과,각시붕어,2018,1
메기과,메기,2020,1
난태생송사리과,구피,2014,1
난태생송사리과,구피,2019,1
난태생송사리과,구피,2016,1
잉어과,붕어,2017,2
잉어과,피라미,2017,1
잉어과,피라미,2018,1
망둑어과,밀어,2013,4
망둑어과,밀어,2014,1
망둑어과,밀어,2017,2
잉어과,붕어,2014,1
잉어과,붕어,2017,7
잉어과,돌고기,2014,1
잉어과,피라미,2014,1
잉어과,피라미,2018,11
망둑어과,밀어,2014,1
잉어과,붕어,2016,1
잉어과,붕어,2017,1
잉어과,붕어,2017,3
잉어과,비단잉어,2016,1
미꾸리과,미꾸리,2019,1
잉어과,붕어,2014,1
잉어과,붕어,2019,1
잉어과,피라미,2015,1
잉어과,피라미,2016,1
잉어과,붕어,2017,1
미꾸리과,미꾸리,2014,1
잉어과,피라미,2016,2
잉어과,모래무지,2018,4
미꾸리과,미꾸리,2019,1
잉어과,붕어,2017,2
잉어과,붕어,2020,1
잉어과,붕어,2020,3
잉어과,붕어,2016,2
잉어과,붕어,2016,2
잉어과,피라미,2014,2
잉어과,피라미,2014,1
미꾸리과,미꾸리,2016,1
잉어과,피라미,2015,5
잉어과,피라미,2016,2
잉어과,붕어,2007,1
잉어과,붕어,2014,1
잉어과,모래무지,2018,1
미꾸리과,미꾸리,2020,1
가물치과,가물치,2018,1
잉어과,피라미,2015,1
잉어과,피라미,2014,1
잉어과,피라미,2015,4
미꾸리과,미꾸리,2007,1
미꾸리과,미꾸라지,2020,1
미꾸리과,미꾸리,2014,1
잉어과,피라미,2019,1
잉어과,피라미,2019,1
송사리과,송사리,2005,1
미꾸리과,미꾸리,2017,1
미꾸리과,미꾸리,2019,1
미꾸리과,미꾸리,2017,1
미꾸리과,미꾸리,2008,1
미꾸리과,미꾸리,2010,1
미꾸리과,미꾸리,2019,1
검정우럭과,블루길,2019,2
검정우럭과,블루길,2005,1
동사리과,얼록동사리,2020,1
동사리과,얼록동사리,2019,1
잉어과,참붕어,2015,1
메기과,메기,2007,1
동자개과,동자개,2014,1
미꾸리과,미꾸리,2019,1
미꾸리과,미꾸리,2017,1
미꾸리과,미꾸리,2020,2
미꾸리과,미꾸리,2018,1
미꾸리과,미꾸리,2011,1
동사리과,얼록동사리,2016,1
송사리과,대륙송사리,2018,6
송사리과,대륙송사리,2015,1
동자개과,동자개,2016,2
메기과,메기,2020,1
메기과,메기,2017,1
잉어과,붕어,2019,1
잉어과,피라미,2015,5
잉어과,피라미,2016,3
잉어과,피라미,2016,1
미꾸리과,미꾸리,2019,1
잉어과,피라미,2015,1
잉어과,피라미,2016,5
잉어과,모래무지,2018,1
잉어과,피라미,2015,1
잉어과,피라미,2020,1
미꾸리과,미꾸리,2006,1
미꾸리과,미꾸리,2014,1
동사리과,얼록동사리,2016,1
동사리과,얼록동사리,2017,1
가물치과,가물치,2020,1
미꾸리과,미꾸리,2015,1
미꾸리과,미꾸리,2019,1
미꾸리과,미꾸라지,2015,1
미꾸리과,미꾸리,2020,1
미꾸리과,미꾸리,2006,2
미꾸리과,미꾸리,2006,1
미꾸리과,미꾸리,2020,1
잉어과,피라미,2007,1
잉어과,모래무지,2018,5
미꾸리과,미꾸리,2011,1
미꾸리과,미꾸리,2016,1
미꾸리과,미꾸라지,2015,1
잉어과,몰개,2018,1
메기과,메기,2020,1
가물치과,가물치,2007,1
미꾸리과,미꾸리,2006,1
미꾸리과,미꾸리,2016,1
잉어과,모래무지,2019,4
잉어과,붕어,2014,2
잉어과,붕어,2014,5
잉어과,피라미,2017,1
잉어과,붕어,2017,2
잉어과,피라미,2006,1
잉어과,붕어,2020,3
잉어과,피라미,2014,1
잉어과,피라미,2014,1
잉어과,피라미,2007,1
잉어과,피라미,2007,1
잉어과,피라미,2014,3
미꾸리과,미꾸리,2014,1
잉어과,돌고기,2018,1
잉어과,붕어,2020,1
미꾸리과,미꾸리,2005,1
잉어과,붕어,2014,2
잉어과,돌고기,2015,1
잉어과,붕어,2018,1
미꾸리과,미꾸리,2005,1
잉어과,붕어,2016,3
잉어과,붕어,2007,1
미꾸리과,미꾸리,2014,1
동사리과,얼록동사리,2014,1
동사리과,얼록동사리,2016,1
잉어과,피라미,2016,1
잉어과,피라미,2018,1
잉어과,피라미,2015,2
미꾸리과,미꾸리,2019,1
잉어과,모래무지,2018,1
미꾸리과,미꾸리,2018,1
미꾸리과,미꾸리,2020,1
미꾸리과,미꾸리,2016,1
미꾸리과,미꾸리,2018,1
미꾸리과,미꾸라지,2005,1
미꾸리과,미꾸라지,2005,1
잉어과,모래무지,2019,2
동사리과,얼록동사리,2017,1
동사리과,얼록동사리,2020,1
가물치과,가물치,2016,1
동자개과,동자개,2016,1
메기과,메기,2017,1
잉어과,참붕어,2020,1
잉어과,피라미,2015,1
잉어과,피라미,2015,1
잉어과,피라미,2020,1
미꾸리과,미꾸라지,2015,1
미꾸리과,미꾸리,2016,1
잉어과,모래무지,2019,3
잉어과,피라미,2017,6
잉어과,피라미,2015,5
미꾸리과,미꾸리,2014,1
잉어과,피라미,2015,1
잉어과,피라미,2015,6
잉어과,피라미,2016,1
잉어과,피라미,2017,2
잉어과,붕어,2015,1
잉어과,붕어,2012,1
잉어과,피라미,2014,1
잉어과,피라미,2014,1
잉어과,피라미,2007,1
잉어과,피라미,2020,1
미꾸리과,미꾸리,2015,1
미꾸리과,미꾸리,2019,1
미꾸리과,미꾸리,2019,1
잉어과,모래무지,2020,3
동사리과,얼록동사리,2015,3
동사리과,얼록동사리,2017,1
동자개과,동자개,2016,2
동자개과,동자개,2016,1
동자개과,동자개,2017,1
메기과,메기,2015,1
가물치과,가물치,2010,1
미꾸리과,미꾸리,2017,1
잉어과,붕어,2015,6
잉어과,붕어,2014,1
잉어과,피라미,2015,5
잉어과,피라미,2017,1
미꾸리과,미꾸리,2018,1
잉어과,피라미,2016,1
잉어과,피라미,2020,2
잉어과,피라미,2014,1
잉어과,모래무지,2018,1
잉어과,피라미,2018,6
미꾸리과,미꾸리,2010,3
메기과,메기,2018,1
미꾸리과,미꾸라지,2019,1
잉어과,돌고기,2018,2
미꾸리과,미꾸리,2014,1
미꾸리과,미꾸리,2019,1
잉어과,돌고기,2006,1
잉어과,모래무지,2020,1
미꾸리과,미꾸리,2008,1
동사리과,얼록동사리,2016,1
동사리과,얼록동사리,2020,1
동사리과,얼록동사리,2014,1
동사리과,얼록동사리,2016,5
잉어과,참붕어,2016,1
가물치과,가물치,2010,1
잉어과,잉어,2009,1
잉어과,돌고기,2019,1
미꾸리과,미꾸라지,2007,1
잉어과,잉어,2017,1
미꾸리과,미꾸라지,2019,1
송사리과,송사리,2007,1
잉어과,붕어,2014,5
잉어과,피라미,2020,15
미꾸리과,미꾸리,2017,1
잉어과,피라미,2010,34
잉어과,피라미,2010,29
메기과,메기,2014,1
미꾸리과,미꾸리,2020,1
잉어과,붕어,2016,1
잉어과,떡붕어,2014,1
잉어과,붕어,2016,1
잉어과,붕어,2014,1
잉어과,잉어,2015,2
잉어과,잉어,2017,1
잉어과,잉어,2017,1
잉어과,붕어,2006,1
잉어과,잉어,2007,1
미꾸리과,미꾸리,2007,1
미꾸리과,미꾸리,2010,1
가물치과,가물치,2015,1
가물치과,가물치,2018,1
미꾸리과,미꾸리,2016,1
미꾸리과,미꾸리,2018,1
잉어과,모래무지,2018,5
잉어과,갈겨니,2012,1
잉어과,붕어,2011,4
잉어과,붕어,2015,1
잉어과,붕어,2015,1
잉어과,붕어,2016,9
잉어과,피라미,2016,1
잉어과,피라미,2020,4
잉어과,떡붕어,2017,1
잉어과,떡붕어,2011,4
잉어과,붕어,2014,1
잉어과,붕어,2017,1
잉어과,붕어,2014,1
동사리과,얼록동사리,2019,1
동사리과,얼록동사리,2006,1
동사리과,얼록동사리,2008,1
송사리과,대륙송사리,2014,1
잉어과,참붕어,2019,2
잉어과,참붕어,2019,1
가물치과,가물치,2006,1
메기과,메기,2019,1
잉어과,참붕어,2007,1
잉어과,참붕어,2014,1
잉어과,참붕어,2014,1
잉어과,돌고기,2014,1
잉어과,돌고기,2016,1
미꾸리과,미꾸라지,2015,1
잉어과,붕어,2016,2
미꾸리과,미꾸리,2005,1
잉어과,잉어,2018,1
잉어과,붕어,2018,8
잉어과,붕어,2014,1
잉어과,붕어,2020,1
잉어과,붕어,2014,1
잉어과,붕어,2015,3
잉어과,붕어,2016,2
잉어과,잉어,2015,3
송사리과,대륙송사리,2020,1
가물치과,가물치,2020,2
가물치과,가물치,2016,1
메기과,메기,2006,1
미꾸리과,미꾸리,2017,1
미꾸리과,미꾸라지,2018,1
미꾸리과,미꾸리,2020,1
미꾸리과,미꾸리,2019,1
미꾸리과,미꾸리,2018,1
미꾸리과,미꾸리,2020,1
송사리과,송사리,2005,1
송사리과,송사리,2006,1
잉어과,피라미,2015,10
잉어과,피라미,2020,4
잉어과,피라미,2014,8
미꾸리과,미꾸리,2005,2
미꾸리과,미꾸리,2016,2
동사리과,얼록동사리,2020,1
메기과,메기,2005,1
